Sample #,Station #,Cast #,Niskin #,Month,Day,Year,Time UTC,Latitude,Longitude,Bottle trip Flag,Depth,Pressure,Temp_1,Temp_1_Flag,Temp_2,Temp_2_Flag,Sal_1,Sal_1_Flag,Sal_2,Sal_2_Flag,CTD_o2_sat,CTD_o2_sat_Flag,CTD_o2_conc,CTD_o2_conc_Flag,OXYGEN,OXYGEN_FLAG_W,DIC_AOML,DIC_AOML_FLAG,ALKALI,ALKALI_FLAG,PH_TOT,PH_TOT_TEMP,PH_TOT_FLAG_W,Silicate,Silicate_FLAG,NO2,NO2_FLAG,NO3,NO3_FLAG,NO2+NO3,NO2+NO3_FLAG,PO4,PO4_FLAG,DIC_UDEL,DIC_UDEL_FLAG_W,PN,PN_FLAG,POC,POC_FLAG,DOC,DOC_Flag,CDOM (@443nm),CDOM_FLAG,HPLC_chl_a,HPLC_chl_a_flag,NPP,NPP,NPP_flag,NPP_PC,NPP_PC,NPP_PC_flag,NPP_PN,NPP_PN,NPP_PN_flag
,,,,mm,dd,yyyy,hr:mn:ss,deg,deg,,m,db,C,,C,,psu,,psu,,%sat,,umol/kg,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,°C,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,mg/m^3,,mg/m^3,,umol/L,,1/m,,mg/m^3,,umol C l-1 d-1,Stdev,,umol C/l,Stdev,,umol N/l,Stdev,
2090,133,1,2,7,19,2015,7:50:15,31.4735,-80.97332,2,7.741,7.795,28.3555,2,28.3541,2,36.0959,2,36.1014,2,106.68,2,207.383,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2091,133,1,3,7,19,2015,7:51:18,31.47349,-80.97332,2,2.744,2.763,28.6425,2,28.6319,2,36.0882,2,36.0939,2,107.493,2,208.023,2,205.8,2,2048.23,6,2380.23,2,8.068784705,25,2,0.0,2,0.0,2,0.01,2,0.01,2,0.05,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2092,133,1,4,7,19,2015,7:51:32,31.47349,-80.97331,2,2.581,2.599,28.6434,2,28.6522,2,36.0891,2,36.0948,2,107.569,2,208.165,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2093,134,1,1,7,19,2015,8:30:18,31.45216,-80.9255,2,10.69,10.765,27.8448,2,27.834,2,36.221,2,36.2279,2,105.581,2,206.764,2,205.1,6,2056.69,2,2382.24,2,8.060974806,25,2,0.0,2,0.0,2,0.01,2,0.01,2,0.06,2,2060.11,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2094,134,1,2,7,19,2015,8:30:36,31.45216,-80.9255,2,10.604,10.679,27.8402,2,27.8401,2,36.2211,2,36.226,2,105.271,2,206.172,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2095,134,1,3,7,19,2015,8:32:21,31.45214,-80.9255,2,2.485,2.503,28.4236,2,28.4189,2,36.176,2,36.186,2,106.609,2,206.917,2,205.0,2,2054.59,6,2380.75,2,8.061367353,25,2,0.0,2,0.0,2,0.01,2,0.01,2,0.05,2,2052.85,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2096,134,1,4,7,19,2015,8:32:28,31.452,-80.9255,2,2.58,2.599,28.444,2,28.4601,2,36.1822,2,36.1871,2,106.452,2,206.536,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2097,135,1,1,7,19,2015,9:21:13,31.41066,-80.86466,2,14.874,14.978,26.4949,2,26.4926,2,36.2954,2,36.3003,2,104.587,2,209.238,2,208.7,2,2062.86,2,2381.12,2,8.051030068,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.04,2,2064.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2098,135,1,2,7,19,2015,9:21:24,31.41066,-80.86466,2,14.543,14.644,26.5128,2,26.4975,2,36.2951,2,36.3004,2,104.774,2,209.551,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2099,135,1,3,7,19,2015,9:21:29,31.41066,-80.86466,2,14.532,14.634,26.5142,2,26.5015,2,36.2952,2,36.2997,2,104.451,2,208.902,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2100,135,1,4,7,19,2015,9:22:54,31.41066,-80.86466,2,4.772,4.805,26.5085,2,26.5087,2,36.2954,2,36.2996,2,105.052,2,210.123,2,208.3,2,2063.40,2,2382.54,2,8.049367755,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.04,2,2064.75,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2101,135,1,5,7,19,2015,9:22:58,31.41066,-80.86466,2,4.554,4.586,26.5383,2,26.5194,2,36.2944,2,36.2995,2,104.706,2,209.33,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2102,135,1,6,7,19,2015,9:23:04,31.41066,-80.86466,2,4.807,4.841,26.5492,2,26.552,2,36.2953,2,36.2969,2,104.812,2,209.503,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2103,135,1,7,7,19,2015,9:23:47,31.41066,-80.86477,2,2.776,2.795,27.6387,2,27.7283,2,36.2898,2,36.304,2,106.282,2,208.742,2,205.6,6,2059.62,6,-999,9,8.058882111,25,6,-999,9,-999,9,-999,9,-999,9,-999,9,2063,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2104,135,1,8,7,19,2015,9:23:54,31.41066,-80.86482,2,2.877,2.897,27.8341,2,27.7159,2,36.2782,2,36.2831,2,106.103,2,207.751,2,-999.0,-999,-999,9,-999,9,-999,-999,9,0.0,2,0.0,2,0.00,2,0.00,2,0.02,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2105,135,1,9,7,19,2015,9:24:04,31.41066,-80.86482,2,2.903,2.923,27.4127,2,27.7185,2,36.3153,2,36.3141,2,105.418,2,207.764,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2106,136,1,1,7,19,2015,10:16:30,31.40982,-80.86416,2,15.937,16.049,26.4285,2,26.4255,2,36.2957,2,36.3004,2,103.594,2,207.476,2,207.8,6,2063.63,2,2381.85,2,8.051879836,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.63129259,2,130.4794457,2,977.0530064,6,0.040294874,2,0.301,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2107,136,1,2,7,19,2015,10:16:37,31.40982,-80.86416,2,15.973,16.085,26.4261,2,26.4426,2,36.2948,2,36.2989,2,103.765,2,207.827,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2108,136,1,3,7,19,2015,10:16:44,31.40982,-80.86432,2,16.134,16.247,26.4281,2,26.4474,2,36.2956,2,36.301,2,104.33,2,208.951,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.794,0.030,2,9.530,0.236,2,1.106,0.067,2
2109,136,1,4,7,19,2015,10:16:51,31.40982,-80.86432,2,15.909,16.021,26.4549,2,26.4951,2,36.2969,2,36.2985,2,104.475,2,209.149,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.794,0.030,2,9.530,0.236,2,1.106,0.067,2
2110,136,1,19,7,19,2015,10:17:07,31.40982,-80.86432,2,15.863,15.975,26.4299,2,26.4421,2,36.2957,2,36.3002,2,103.624,2,207.532,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2111,136,1,5,7,19,2015,10:18:23,31.40982,-80.86432,2,7.564,7.617,26.7847,2,26.8654,2,36.2968,2,36.3014,2,105.36,2,209.791,2,209.0,2,2061.46,2,2384.68,2,8.055266904,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2112,136,1,6,7,19,2015,10:18:35,31.40982,-80.86432,2,7.547,7.6,26.8777,2,26.8746,2,36.296,2,36.3017,2,105.446,2,209.647,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.90909445,2,111.3516611,2,1020.562345,2,0.042350958,2,0.276,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2113,136,1,7,7,19,2015,10:18:41,31.41,-80.86432,2,7.521,7.574,26.8852,2,26.8915,2,36.2971,2,36.2996,2,106.104,2,210.928,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.420,0.108,2,9.746,0.463,2,1.023,0.049,2
2114,136,1,8,7,19,2015,10:18:47,31.41,-80.86432,2,7.555,7.608,26.8838,2,26.8751,2,36.2965,2,36.3012,2,105.669,2,210.067,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.420,0.108,2,9.746,0.463,2,1.023,0.049,2
2115,136,1,21,7,19,2015,10:19:02,31.41,-80.8645,2,7.563,7.616,26.9207,2,26.9158,2,36.2966,2,36.3025,2,106.23,2,211.056,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2116,136,1,9,7,19,2015,10:19:50,31.41,-80.8645,2,5.506,5.544,27.7464,2,27.8032,2,36.2904,2,36.2931,2,104.992,2,205.848,2,204.5,2,2058.33,2,2383.19,2,8.060758408,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2117,136,1,10,7,19,2015,10:19:57,31.41,-80.8645,2,5.481,5.519,28.1541,2,28.2835,2,36.2773,2,36.2818,2,105.017,2,204.571,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2118,136,1,11,7,19,2015,10:20:33,31.41,-80.8645,2,2.695,2.714,28.3444,2,28.3397,2,36.2866,2,36.292,2,105.123,2,204.148,2,202.1,2,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2119,136,1,12,7,19,2015,10:20:41,31.41,-80.8645,2,2.705,2.724,28.3922,2,28.3927,2,36.2875,2,36.2926,2,104.621,2,203.016,2,-999.0,-999,2058.05,6,-999,9,8.064099595,25,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.90413274,2,127.3936545,2,1056.029399,6,0.037710763,2,0.186,2,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2120,136,1,13,7,19,2015,10:20:52,31.41,-80.8645,2,2.893,2.914,28.4196,2,28.4191,2,36.2863,2,36.2914,2,104.879,2,203.429,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.584,0.022,2,9.809,0.411,2,1.062,0.106,2
2121,136,1,14,7,19,2015,10:20:59,31.41016,-80.8645,2,2.931,2.951,28.4201,2,28.4182,2,36.2866,2,36.2919,2,104.778,2,203.233,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.584,0.022,2,9.809,0.411,2,1.062,0.106,2
2122,136,1,23,7,19,2015,10:21:08,31.41016,-80.8645,2,2.715,2.734,28.421,2,28.4188,2,36.2869,2,36.2921,2,104.451,2,202.594,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2123,137,1,1,7,19,2015,12:51:56,31.3935,-80.74881,2,17.918,18.044,25.2978,2,25.2965,2,36.3113,2,36.3159,2,101.962,2,208.023,2,206.8,6,2070.16,2,2385.49,2,8.035705182,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2124,137,1,2,7,19,2015,12:52:07,31.3935,-80.74882,2,17.941,18.066,25.2983,2,25.2978,2,36.311,2,36.3156,2,102.218,2,208.542,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2125,137,1,3,7,19,2015,12:53:33,31.39366,-80.74882,2,10.019,10.089,25.6966,2,25.6763,2,36.3064,2,36.3108,2,102.339,2,207.425,2,205.8,2,2067.19,2,2381.89,2,8.045878323,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2126,137,1,4,7,19,2015,12:53:40,31.39366,-80.74882,2,9.807,9.876,25.7488,2,25.733,2,36.3108,2,36.3129,2,102.534,2,207.635,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2127,137,1,5,7,19,2015,12:54:30,31.39366,-80.74882,2,7.814,7.868,27.4541,2,27.4572,2,36.3148,2,36.3208,2,104.105,2,205.035,2,206.4,2,2062.04,2,2385.79,2,8.052565215,25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2128,137,1,6,7,19,2015,12:54:40,31.39366,-80.74882,2,7.716,7.77,27.5286,2,27.5352,2,36.3151,2,36.3204,2,103.972,2,204.527,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2129,137,1,7,7,19,2015,12:55:19,31.39366,-80.74882,2,2.237,2.252,27.9706,2,27.97,2,36.334,2,36.3403,2,104.039,2,203.189,2,201.0,2,2061.78,6,2382.97,2,8.057815736,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.02,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2130,137,1,8,7,19,2015,12:55:26,31.39366,-80.74882,2,2.378,2.395,27.9777,2,27.9675,2,36.3352,2,36.3406,2,103.984,2,203.058,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2131,138,1,1,7,19,2015,14:34:53,31.32664,-80.56732,2,21.256,21.405,24.0665,2,24.0658,2,36.2436,2,36.2479,2,105.315,2,219.433,2,217.2,6,2062.96,2,2377.81,2,8.047848956,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.01,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2132,138,1,2,7,19,2015,14:35:01,31.32666,-80.56732,2,21.142,21.291,24.065,2,24.0651,2,36.2433,2,36.2476,2,105.394,2,219.604,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2133,138,1,3,7,19,2015,14:36:01,31.3269,-80.56734,2,12.284,12.37,24.6485,2,24.6563,2,36.2444,2,36.2458,2,106.092,2,218.897,2,215.8,2,2062.59,2,2384.4,2,8.049246063,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.01,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2134,138,1,4,7,19,2015,14:36:09,31.32693,-80.56734,2,12.275,12.361,24.6036,2,24.6017,2,36.2466,2,36.2532,2,105.709,2,218.268,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2135,138,1,5,7,19,2015,14:36:57,31.32713,-80.56735,2,2.281,2.297,27.207,2,27.2142,2,36.2765,2,36.2785,2,102.704,2,203.133,2,205.4,2,2063.50,6,2379.5,2,8.05008469,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.01,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2136,138,1,6,7,19,2015,14:37:04,31.32715,-80.56733,2,2.394,2.411,27.2426,2,27.2372,2,36.2774,2,36.2837,2,102.595,2,202.8,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2137,139,1,1,7,19,2015,16:38:13,31.25966,-80.3835,2,29.476,29.682,22.5165,2,22.5166,2,36.1818,2,36.186,2,110.114,2,235.686,2,230.8,2,2059.82,2,2379.09,2,8.050942461,25,2,0.3,2,0.0,2,0.00,2,0.00,2,0.01,2,2059.39,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2138,139,1,2,7,19,2015,16:38:20,31.2597,-80.3835,2,29.543,29.751,22.5211,2,22.5211,2,36.1813,2,36.1854,2,109.818,2,235.035,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,79.29400131,2,195.6252648,2,949.200923,6,0.047835291,2,0.28,2,0.604,0.085,2,11.060,2.503,2,1.308,0.311,2
2139,139,1,3,7,19,2015,16:38:38,31.25982,-80.3835,2,29.311,29.517,22.5262,2,22.5267,2,36.1807,2,36.1851,2,109.583,2,234.511,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.604,0.085,2,11.060,2.503,2,1.308,0.311,2
2140,139,1,4,7,19,2015,16:40:15,31.26016,-80.38332,2,18.473,18.603,22.8249,2,22.8246,2,36.1902,2,36.1948,2,109.679,2,233.496,2,228.4,2,2060.97,2,2379.9,2,8.051244386,25,2,0.3,2,0.0,2,0.00,2,0.00,2,0.02,2,2058.13,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2141,139,1,5,7,19,2015,16:40:22,31.26016,-80.38332,2,18.462,18.591,22.814,2,22.8163,2,36.1902,2,36.1944,2,109.226,2,232.575,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2142,139,1,6,7,19,2015,16:40:28,31.26016,-80.38332,2,18.58,18.71,22.8031,2,22.8035,2,36.1899,2,36.1943,2,109.176,2,232.513,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,52.35620758,2,99.26969792,2,908.606102,2,0.047377336,2,0.27,2,0.770,0.190,2,6.953,0.598,2,1.040,0.141,2
2143,139,1,7,7,19,2015,16:40:35,31.26016,-80.38332,2,18.241,18.369,22.8098,2,22.8146,2,36.1897,2,36.1935,2,109.588,2,233.364,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.770,0.190,2,6.953,0.598,2,1.040,0.141,2
2144,139,1,8,7,19,2015,16:41:43,31.26032,-80.38332,2,11.29,11.369,27.6203,2,27.623,2,36.3125,2,36.3174,2,102.229,2,200.807,2,209.8,6,2058.68,2,2385.01,2,8.060690422,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.04,2,2056.47,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2145,139,1,9,7,19,2015,16:41:50,31.26044,-80.38332,2,11.141,11.219,27.6351,2,27.6341,2,36.3148,2,36.3204,2,102.184,2,200.668,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2146,139,1,10,7,19,2015,16:42:32,31.2605,-80.38332,2,2.379,2.396,28.2181,2,28.2041,2,36.3554,2,36.3616,2,102.204,2,198.791,2,198.4,2,2057.25,6,2387.02,2,8.065180945,25,2,0.0,2,0.0,2,0.00,2,0.00,2,0.02,2,2062.84,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2147,139,1,11,7,19,2015,16:42:39,31.26066,-80.38332,2,2.569,2.587,28.2323,2,28.2278,2,36.3557,2,36.3616,2,102.391,2,199.11,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2148,139,1,12,7,19,2015,16:42:47,31.26066,-80.38332,2,2.569,2.587,28.2346,2,28.2344,2,36.3571,2,36.3628,2,102.293,2,198.911,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,13.67712391,2,63.50982958,2,970.5666182,6,0.02284016,2,0.224,2,1.336,0.127,2,6.716,0.389,2,0.776,0.004,2
2149,139,1,13,7,19,2015,16:42:55,31.26066,-80.38332,2,2.311,2.327,28.2351,2,28.234,2,36.3572,2,36.3631,2,102.513,2,199.337,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.336,0.127,2,6.716,0.389,2,0.776,0.004,2
2150,140,1,1,7,19,2015,17:58:30,31.1935,-80.2435,2,35.938,36.19,21.3326,2,21.3342,2,36.2934,2,36.2932,2,102.657,2,224.148,2,223.1,2,2078.13,2,2386.29,6,8.031593349,25,6,0.0,2,0.0,2,0.00,2,0.00,2,0.04,2,2078.78,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2151,140,1,2,7,19,2015,17:58:32,31.1935,-80.2435,2,35.871,36.124,21.3449,2,21.3407,2,36.2923,2,36.2948,2,102.491,2,223.739,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2152,140,1,3,7,19,2015,17:59:32,31.19362,-80.24332,2,30.148,30.36,21.6121,2,21.61,2,36.2895,2,36.2942,2,103.612,2,225.13,2,221.8,2,2077.05,2,2384.9,2,8.031703423,25,2,0.0,2,0.0,2,0.00,2,0.01,2,0.04,2,2079.21,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2153,140,1,4,7,19,2015,17:59:35,31.19366,-80.24332,2,30.17,30.382,21.6107,2,21.6108,2,36.2895,2,36.2946,2,103.903,2,225.768,2,-999.0,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
2154,140,1,5,7,19,2015,18:00:37,31.19366,-80.24298,2,24.147,24.316,22.0381,2,22.0286,2,36.286,2,36.292,2,102.537,2,221.147,2,220.2,6,2077.74,2,2387.92,2,8.031959647,25,2,0.0,2,0.0,2,0.00,2,0.01,2,0.03,2,2074.98,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
