Sample #,Station #,Cast #,Niskin #,Month,Day,Year,Time UTC,Latitude,Longitude,Bottle trip Flag,Depth,Pressure,Temp_1,Temp_1_Flag,Temp_2,Temp_2_Flag,Sal_1,Sal_1_Flag,Sal_2,Sal_2_Flag,CTD_o2_sat,CTD_o2_sat_Flag,CTD_o2_conc,CTD_o2_conc_Flag,OXYGEN,OXYGEN_FLAG_W,DIC_AOML,DIC_AOML_FLAG,ALKALI,ALKALI_FLAG,PH_TOT,PH_TOT_TEMP,PH_TOT_FLAG_W,Silicate,Silicate_FLAG,NO2,NO2_FLAG,NO3,NO3_FLAG,NO2+NO3,NO2+NO3_FLAG,PO4,PO4_FLAG,DIC_UDEL,DIC_UDEL_FLAG_W,PN,PN_FLAG,POC,POC_FLAG,DOC,DOC_Flag,CDOM (@443nm),CDOM_FLAG,HPLC_chl_a,HPLC_chl_a_flag,NPP,NPP,NPP_flag,NPP_PC,NPP_PC,NPP_PC_flag,NPP_PN,NPP_PN,NPP_PN_flag
,,,,mm,dd,yyyy,hr:mn:ss,deg,deg,,m,db,C,,C,,psu,,psu,,%sat,,umol/kg,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,°C,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,mg/m^3,,mg/m^3,,umol/L,,1/m,,mg/m^3,,umol C l-1 d-1,Stdev,,umol C/l,Stdev,,umol N/l,Stdev,
231,12,1,11,6,21,2015,19:12:21,42.71016,-70.5505,2,8.728,8.798,9.483,2,9.4786,2,31.6949,2,31.6897,2,119.106,2,338.725,2,289.3,4,1959.10,2,-999,9,-999,-999,9,2.0,2,0.0,2,0.00,2,0.01,2,0.16,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
232,12,1,12,6,21,2015,19:12:27,42.71016,-70.5505,2,8.524,8.592,9.4706,2,9.4624,2,31.6929,2,31.6892,2,119.11,2,338.832,2,-999,-999,-999,9,2142.74,2,7.957297557,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
233,12,1,13,6,21,2015,19:12:34,42.71016,-70.5505,2,8.581,8.65,9.5298,2,9.4968,2,31.7211,2,31.7025,2,119.394,2,339.131,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.940,0.094,2,20.461,1.577,2,2.460,0.285,2
234,12,1,14,6,21,2015,19:12:40,42.71016,-70.5505,2,8.753,8.823,9.4761,2,9.4925,2,31.7324,2,31.7302,2,119.609,2,340.116,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,65.10282755,2,281.8378205,2,-999,9,0.115294721,2,1.409,2,2.940,0.094,2,20.461,1.577,2,2.460,0.285,2
235,12,1,15,6,21,2015,19:13:23,42.71,-70.5505,2,3.143,3.168,12.5353,2,12.5806,2,31.1484,2,31.1398,2,114.424,2,306.102,2,257.0,4,1934.15,6,-999,9,-999,-999,9,2.4,2,0.0,2,0.01,2,0.02,2,0.15,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
236,12,1,16,6,21,2015,19:13:30,42.71,-70.5505,2,2.636,2.657,12.7973,2,12.7833,2,31.0906,2,31.0944,2,114.859,2,305.728,2,-999,-999,-999,9,2114.78,6,7.964593088,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
237,12,1,17,6,21,2015,19:13:36,42.70989,-70.5505,2,2.885,2.908,12.5537,2,12.549,2,31.1464,2,31.1477,2,114.378,2,305.866,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.877,0.292,2,22.455,2.359,2,2.657,0.380,2
238,12,1,18,6,21,2015,19:13:43,42.70982,-70.5505,2,2.326,2.345,12.6695,2,12.6874,2,31.1165,2,31.1144,2,114.782,2,306.276,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,122.8303016,2,585.9296998,2,1301.935486,6,0.124364938,2,1.622,2,3.877,0.292,2,22.455,2.359,2,2.657,0.380,2
239,13,1,1,6,21,2015,20:36:58,42.8155,-70.65266,2,65.962,66.499,4.7013,2,4.7169,2,32.4067,2,32.4076,2,100.954,2,318.645,2,248.8,3,2066.80,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
240,13,1,2,6,21,2015,20:37:04,42.8155,-70.65266,2,65.858,66.394,4.704,2,4.713,2,32.4066,2,32.4083,2,100.85,2,318.295,2,-999,-999,-999,9,2190.75,2,7.784996142,20,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
241,13,1,3,6,21,2015,20:38:34,42.81532,-70.65248,2,60.53,61.022,4.855,2,4.8531,2,32.3611,2,32.3641,2,101.472,2,319.215,2,264.8,4,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
242,13,1,4,6,21,2015,20:38:41,42.81532,-70.65248,2,60.46,60.951,4.8525,2,4.8506,2,32.3608,2,32.3636,2,101.486,2,319.277,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
243,13,1,5,6,21,2015,20:40:19,42.815,-70.65248,2,43.539,43.891,4.9118,2,4.9183,2,32.1556,2,32.156,2,102.263,2,321.762,2,256.8,4,2055.26,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
244,13,1,6,6,21,2015,20:40:25,42.815,-70.65248,2,43.556,43.908,4.9158,2,4.9151,2,32.1549,2,32.1581,2,102.128,2,321.306,2,-999,-999,-999,9,2174.58,2,7.785071615,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
245,13,1,7,6,21,2015,20:42:03,42.81466,-70.65232,2,29.901,30.142,6.1669,2,6.1684,2,32.042,2,32.0442,2,102.701,2,313.989,2,265.9,4,2048.34,2,2171.83,2,7.800321482,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
246,13,1,8,6,21,2015,20:42:10,42.81466,-70.65232,9,29.892,30.133,6.165,2,6.1647,2,32.043,2,32.0448,2,102.604,2,313.704,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
247,13,1,9,6,21,2015,20:43:30,42.8145,-70.65216,2,26.541,26.754,6.5751,2,6.575,2,32.0092,2,32.0112,2,105.385,2,319.234,2,272.3,4,2041.75,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
248,13,1,10,6,21,2015,20:43:36,42.8145,-70.65216,2,26.533,26.746,6.5711,2,6.5711,2,32.0102,2,32.0116,2,105.274,2,318.927,2,-999,-999,-999,9,2170.41,2,7.814374757,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
249,13,1,11,6,21,2015,20:45:05,42.81432,-70.652,2,13.885,13.996,8.4055,2,8.5965,2,31.7622,2,31.7463,2,116.565,2,339.333,2,285.9,4,1994.52,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
250,13,1,12,6,21,2015,20:45:12,42.81432,-70.652,2,14.05,14.163,8.6195,2,8.6606,2,31.7366,2,31.7354,2,118.119,2,342.28,2,-999,-999,-999,9,2154.4,2,7.898868018,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
251,13,1,13,6,21,2015,20:46:40,42.814,-70.652,2,2.678,2.7,14.2362,2,14.2536,2,30.247,2,30.2112,2,117.221,2,304.777,2,269.0,4,1919.53,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
252,13,1,14,6,21,2015,20:46:48,42.814,-70.652,2,2.609,2.63,14.068,2,14.1773,2,30.3781,2,30.2106,2,117.049,2,305.088,2,-999,-999,-999,9,2083.39,3,7.977179017,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
253,14,1,1,6,21,2015,22:33:40,43.01982,-70.5285,2,60.594,61.088,4.7609,2,4.7566,2,32.2059,2,32.209,2,101.255,2,319.619,2,-999,-999,2060.56,2,-999,9,-999,-999,9,4.2,2,0.2,2,4.06,2,4.24,2,0.73,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
254,14,1,2,6,21,2015,22:33:46,43.01982,-70.5285,2,60.709,61.204,4.762,2,4.758,2,32.2054,2,32.209,2,101.123,2,319.195,2,-999,-999,-999,9,2179.87,2,7.780119814,20,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
255,14,1,3,6,21,2015,22:35:19,43.01966,-70.52832,2,40.015,40.339,5.7387,2,5.7143,2,32.0479,2,32.051,2,102.726,2,317.212,2,-999,-999,2043.31,2,-999,9,-999,-999,9,3.5,2,0.1,2,2.92,2,3.06,2,0.62,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
256,14,1,4,6,21,2015,22:35:26,43.01966,-70.52832,2,39.88,40.203,5.7441,2,5.7327,2,32.0472,2,32.0508,2,102.012,2,314.966,2,-999,-999,-999,9,2170.77,2,7.800965146,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
257,14,1,5,6,21,2015,22:37:27,43.0195,-70.52816,2,19.872,20.032,7.9987,2,7.9898,2,31.7956,2,31.7971,2,109.327,2,321.1,2,296.5,4,2014.82,2,2157.87,2,7.856674027,20,2,1.7,2,0.1,2,0.74,2,0.79,2,0.40,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
258,14,1,6,6,21,2015,22:37:34,43.0195,-70.52816,9,19.565,19.722,8.1658,2,8.1807,2,31.7794,2,31.7796,2,109.894,2,321.591,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
259,14,1,7,6,21,2015,22:38:49,43.01932,-70.52782,2,14.973,15.093,8.5273,2,8.51,2,31.7567,2,31.7625,2,112.08,2,325.4,2,321.5,2,1991.08,2,-999,9,-999,-999,9,1.9,2,0.0,2,0.09,2,0.11,2,0.28,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
260,14,1,8,6,21,2015,22:38:57,43.01933,-70.52782,2,14.636,14.754,8.5779,2,8.5442,2,31.7544,2,31.7639,2,112.063,2,324.991,2,-999,-999,-999,9,2149.39,2,7.893785886,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
261,14,1,9,6,21,2015,22:39:07,43.01938,-70.52779,2,14.524,14.641,8.4818,2,8.4457,2,31.7607,2,31.7632,2,112.149,2,325.921,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.274,0.569,2,41.997,3.037,2,6.576,2.536,2
262,14,1,19,6,21,2015,22:39:30,43.01932,-70.52766,2,14.432,14.548,8.3677,2,8.3656,2,31.7686,2,31.7695,2,111.588,2,325.1,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
263,14,1,10,6,21,2015,22:40:34,43.01932,-70.52748,2,7.888,7.951,9.809,2,9.8054,2,31.6662,2,31.6785,2,115.781,2,327.001,2,322.7,2,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
264,14,1,11,6,21,2015,22:40:40,43.01932,-70.52748,2,7.775,7.837,10.0268,2,10.0957,2,31.661,2,31.659,2,116.196,2,326.635,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
265,14,1,12,6,21,2015,22:40:47,43.01932,-70.52748,2,7.878,7.942,10.3034,2,10.3969,2,31.6454,2,31.6432,2,116.856,2,326.568,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.573,0.345,2,32.030,4.400,2,3.735,0.590,2
266,14,1,21,6,21,2015,22:40:59,43.01932,-70.52748,2,8.077,8.141,10.4398,2,10.555,2,31.6481,2,31.6386,2,117.283,2,326.793,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
267,14,1,13,6,21,2015,22:41:55,43.01931,-70.52747,2,2.808,2.831,13.7151,2,13.7657,2,31.1449,2,31.132,2,113.158,2,295.48,2,248.6,4,1924.62,6,-999,9,-999,-999,9,1.5,2,0.0,2,0.00,2,0.01,2,0.21,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
268,14,1,14,6,21,2015,22:42:01,43.01931,-70.52747,2,2.824,2.847,13.785,2,13.7793,2,31.126,2,31.1297,2,113.351,2,295.605,2,-999,-999,-999,9,2108.45,6,7.972465777,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
269,14,1,15,6,21,2015,22:42:08,43.01932,-70.52748,2,2.65,2.671,13.8179,2,13.8125,2,31.12,2,31.1241,2,112.562,2,293.363,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.626,0.177,2,22.724,0.688,2,2.465,0.077,2
270,14,1,23,6,21,2015,22:42:16,43.01931,-70.52747,2,2.632,2.653,13.8833,2,13.8757,2,31.1047,2,31.109,2,113.074,2,294.339,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
271,15,1,1,6,21,2015,23:50:17,42.979,-70.4255,2,99.436,100.256,4.3702,2,4.3682,2,32.5238,2,32.5273,2,96.565,2,306.952,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
272,15,1,2,6,21,2015,23:50:23,42.979,-70.4255,2,99.695,100.516,4.3699,2,4.3679,2,32.525,2,32.528,2,96.369,2,306.328,2,-999,-999,1982.01,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
273,15,1,3,6,21,2015,23:53:46,42.9785,-70.42566,2,34.195,34.471,5.9827,2,5.9825,2,31.9909,2,31.9909,2,102.776,2,315.69,2,282.2,4,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
274,15,1,4,6,21,2015,23:53:53,42.9785,-70.42566,2,34.318,34.595,5.9828,2,5.9876,2,31.9939,2,31.9931,2,102.708,2,315.474,2,-999,-999,1937.48,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
275,15,1,5,6,21,2015,23:55:01,42.97832,-70.42582,2,25.251,25.454,6.3928,2,6.3893,2,31.9743,2,31.9762,2,103.074,2,313.636,2,-999,-999,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
276,15,1,6,6,21,2015,23:55:07,42.97832,-70.42582,2,25.573,25.779,6.3819,2,6.3821,2,31.9743,2,31.976,2,103.237,2,314.212,2,-999,-999,1935.09,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
277,15,1,7,6,21,2015,23:56:40,42.978,-70.426,2,18.212,18.359,7.0625,2,7.0712,2,31.972,2,31.9737,2,103.679,2,310.652,2,252.7,4,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
278,15,1,8,6,21,2015,23:56:49,42.978,-70.42604,2,18.587,18.737,7.0572,2,7.0613,2,31.9777,2,31.9785,2,104.31,2,312.567,2,-999,-999,1930.00,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
279,15,1,9,6,21,2015,23:57:48,42.97782,-70.42616,2,12.073,12.17,7.7102,2,7.7145,2,31.7963,2,31.7955,2,113.841,2,336.539,2,273.6,4,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
280,15,1,10,6,21,2015,23:57:54,42.97782,-70.42616,2,11.945,12.041,7.7291,2,7.7368,2,31.7954,2,31.7946,2,113.816,2,336.324,2,-999,-999,1901.88,2,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
281,15,1,11,6,21,2015,23:59:02,42.9775,-70.42632,2,2.548,2.568,11.7562,2,11.6096,2,31.5054,2,31.5406,2,114.998,2,311.891,2,266.6,4,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
282,15,1,12,6,21,2015,23:59:10,42.9775,-70.42632,2,2.331,2.35,12.0617,2,12.1901,2,31.4802,2,31.4565,2,114.482,2,308.567,2,-999,-999,1854.67,6,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
283,16,1,1,6,22,2015,1:05:49,42.94299,-70.29632,2,135.618,136.747,3.9538,2,3.9553,2,32.9152,2,32.9153,2,94.074,2,301.169,2,258.3,4,1995.14,2,-999,9,-999,-999,9,9.0,2,0.1,2,9.44,2,9.51,2,0.88,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
284,16,1,2,6,22,2015,1:05:58,42.94297,-70.29631,2,135.436,136.564,3.9544,2,3.9561,2,32.9152,2,32.9159,2,94.072,2,301.158,2,-999,-999,-999,9,2208.81,2,7.746396183,20,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
285,16,1,3,6,22,2015,1:09:57,42.94304,-70.29636,2,50.672,51.084,4.6316,2,4.6342,2,32.2874,2,32.2889,2,99.931,2,316.223,2,265.6,4,1967.00,2,-999,9,-999,-999,9,3.9,2,0.2,2,4.97,2,5.18,2,0.79,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
286,16,1,4,6,22,2015,1:10:03,42.94304,-70.29636,2,50.865,51.278,4.6245,2,4.6222,2,32.2882,2,32.2907,2,100.021,2,316.562,2,-999,-999,-999,9,2187.12,2,7.776660872,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
287,16,1,5,6,22,2015,1:11:33,42.94303,-70.29663,2,43.344,43.695,4.9785,2,4.9786,2,32.2388,2,32.2405,2,98.273,2,308.525,2,259.2,4,1966.17,2,-999,9,-999,-999,9,4.3,2,0.2,2,5.64,2,5.89,2,0.77,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
288,16,1,6,6,22,2015,1:11:39,42.94306,-70.2966,2,43.403,43.754,4.9794,2,4.979,2,32.2388,2,32.2405,2,98.183,2,308.235,2,-999,-999,-999,9,2180.6,2,7.763862413,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
289,16,1,7,6,22,2015,1:13:30,42.94313,-70.29699,2,30.411,30.656,5.1341,2,5.133,2,32.0297,2,32.0318,2,101.498,2,317.967,2,276.8,4,1948.32,2,-999,9,-999,-999,9,4.0,2,0.2,2,3.49,2,3.67,2,0.68,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
290,16,1,8,6,22,2015,1:13:36,42.94313,-70.297,2,30.281,30.525,5.1392,2,5.1374,2,32.0277,2,32.0301,2,101.42,2,317.689,2,-999,-999,-999,9,2168.17,2,7.777662138,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
291,16,1,9,6,22,2015,1:15:03,42.94318,-70.29724,2,22.115,22.294,6.5823,2,6.5824,2,31.9884,2,31.9897,2,108.497,2,328.658,2,281.6,4,1931.14,2,-999,9,-999,-999,9,0.4,2,0.1,2,1.45,2,1.53,2,0.43,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
292,16,1,10,6,22,2015,1:15:09,42.94318,-70.29727,2,22.243,22.422,6.576,2,6.5766,2,31.9923,2,31.9929,2,108.541,2,328.829,2,-999,-999,-999,9,2164.22,2,7.827012606,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
293,16,1,11,6,22,2015,1:16:18,42.94324,-70.29738,2,18.636,18.786,7.6742,2,7.6817,2,31.9718,2,31.9746,2,117.041,2,345.836,2,294.0,4,1899.01,2,-999,9,-999,-999,9,0.0,2,0.0,2,0.13,2,0.13,2,0.23,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
294,16,1,12,6,22,2015,1:16:25,42.94324,-70.2974,2,18.707,18.857,7.6522,2,7.6649,2,31.9739,2,31.9725,2,117.241,2,346.596,2,-999,-999,-999,9,2167.58,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
295,16,1,13,6,22,2015,1:18:06,42.9433,-70.29761,2,2.868,2.891,13.0027,2,13.0111,2,31.3505,2,31.3506,2,111.56,2,295.156,2,258.5,4,1850.82,6,-999,9,-999,-999,9,1.3,2,0.0,2,0.02,2,0.03,2,0.23,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
296,16,1,14,6,22,2015,1:18:14,42.9433,-70.29762,2,2.431,2.45,13.0017,2,13.018,2,31.3494,2,31.3453,2,111.759,2,295.69,2,-999,-999,-999,9,2126.39,2,7.948047612,20,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999.000,-999.000,9,-999.000,-999.000,9,-999.000,-999.000,9
